date,item_id,units_sold,stockout_flag,promo_active,on_hand_start,on_hand_end,true_demand_uncensored
2026-05-26,I002,2,0,0,60,58,2
2026-05-27,I002,7,0,0,58,51,7
2026-05-28,I002,9,0,0,51,42,9
2026-05-29,I002,3,0,0,42,39,3
2026-05-30,I002,8,0,0,39,31,8
2026-05-31,I002,4,0,0,31,27,4
2026-06-01,I002,5,0,0,27,22,5
2026-06-02,I002,1,0,0,22,21,1
2026-06-03,I002,8,0,0,21,13,8
2026-06-04,I002,6,0,0,111,105,6
2026-06-05,I002,6,0,0,105,99,6
2026-06-06,I002,12,0,0,99,87,12
2026-06-07,I002,13,0,0,87,74,13
2026-06-08,I002,9,0,0,74,65,9
2026-06-09,I002,10,0,0,65,55,10
2026-06-10,I002,5,0,0,55,50,5
2026-06-11,I002,6,0,0,50,44,6
2026-06-12,I002,7,0,0,44,37,7
2026-06-13,I002,8,0,0,37,29,8
2026-06-14,I002,10,0,0,29,19,10
2026-06-15,I002,4,0,0,19,15,4
2026-06-16,I002,14,0,0,113,99,14
2026-06-17,I002,8,0,0,99,91,8
2026-06-18,I002,6,0,0,91,85,6
2026-06-19,I002,9,0,0,85,76,9
2026-06-20,I002,11,0,0,76,65,11
2026-06-21,I002,5,0,0,65,60,5
2026-06-22,I002,7,0,0,60,53,7
2026-06-23,I002,5,0,0,53,48,5
2026-06-24,I002,4,0,0,48,44,4
2026-06-25,I002,12,0,0,44,32,12
2026-06-26,I002,10,0,0,32,22,10
2026-06-27,I002,5,0,0,22,17,5
2026-06-28,I002,17,1,1,17,0,18
2026-06-29,I002,0,1,1,0,0,7
2026-06-30,I002,6,0,1,98,92,6
2026-07-01,I002,8,0,1,92,84,8
2026-07-02,I002,6,0,0,84,78,6
2026-07-03,I002,1,0,0,78,77,1
2026-07-04,I002,12,0,0,77,65,12
2026-07-05,I002,5,0,0,65,60,5
2026-07-06,I002,8,0,0,60,52,8
2026-07-07,I002,6,0,0,52,46,6
2026-07-08,I002,6,0,0,46,40,6
2026-07-09,I002,11,0,0,40,29,11
2026-07-10,I002,4,0,0,29,25,4
2026-07-11,I002,10,0,0,25,15,10
2026-07-12,I002,9,0,0,113,104,9
2026-07-13,I002,7,0,0,104,97,7
2026-07-14,I002,4,0,0,97,93,4
2026-07-15,I002,13,0,0,93,80,13
2026-07-16,I002,6,0,0,80,74,6
2026-07-17,I002,9,0,0,74,65,9
2026-07-18,I002,9,0,0,65,56,9
2026-07-19,I002,7,0,0,56,49,7
2026-07-20,I002,6,0,0,49,43,6
2026-07-21,I002,4,0,0,43,39,4
2026-07-22,I002,8,0,0,39,31,8
2026-07-23,I002,7,0,0,31,24,7
2026-07-24,I002,7,0,0,24,17,7
2026-07-25,I002,12,0,0,17,5,12
2026-07-26,I002,10,0,0,103,93,10
2026-07-27,I002,5,0,0,93,88,5
2026-07-28,I002,7,0,0,88,81,7
2026-07-29,I002,5,0,0,81,76,5
2026-07-30,I002,9,0,0,76,67,9
2026-07-31,I002,6,0,0,67,61,6
2026-08-01,I002,17,0,0,61,44,17
2026-08-02,I002,9,0,0,44,35,9
2026-08-03,I002,7,0,0,35,28,7
2026-08-04,I002,6,0,0,28,22,6
2026-08-05,I002,9,0,0,120,111,9
2026-08-06,I002,13,0,0,111,98,13
2026-08-07,I002,10,0,0,98,88,10
2026-08-08,I002,10,0,0,88,78,10
2026-08-09,I002,11,0,0,78,67,11
2026-08-10,I002,8,0,0,67,59,8
2026-08-11,I002,7,0,0,59,52,7
2026-08-12,I002,7,0,0,52,45,7
2026-08-13,I002,5,0,0,45,40,5
2026-08-14,I002,9,0,0,40,31,9
2026-08-15,I002,8,0,0,31,23,8
2026-08-16,I002,7,0,0,23,16,7
2026-08-17,I002,5,0,0,16,11,5
2026-08-18,I002,6,0,0,109,103,6
2026-08-19,I002,6,0,0,103,97,6
2026-08-20,I002,9,0,0,97,88,9
2026-08-21,I002,9,0,0,88,79,9
2026-08-22,I002,10,0,0,79,69,10
2026-08-23,I002,9,0,0,69,60,9
2026-08-24,I002,3,0,0,60,57,3
2026-08-25,I002,6,0,0,57,51,6
2026-08-26,I002,6,0,0,51,45,6
2026-08-27,I002,7,0,0,45,38,7
2026-08-28,I002,9,0,0,38,29,9
2026-08-29,I002,10,0,0,29,19,10
2026-08-30,I002,12,0,0,19,7,12
2026-08-31,I002,7,1,0,7,0,9
2025-09-01,I003,3,0,0,72,69,3
2025-09-02,I003,10,0,0,69,59,10
2025-09-03,I003,5,0,0,59,54,5
2025-09-04,I003,7,0,0,54,47,7
2025-09-05,I003,7,0,0,47,40,7
2025-09-06,I003,5,0,0,40,35,5
2025-09-07,I003,7,0,0,35,28,7
2025-09-08,I003,5,0,0,28,23,5
2025-09-09,I003,2,0,0,23,21,2
2025-09-10,I003,5,0,0,21,16,5
2025-09-11,I003,4,0,0,100,96,4
2025-09-12,I003,6,0,0,96,90,6
2025-09-13,I003,7,0,0,90,83,7
2025-09-14,I003,8,0,0,83,75,8
2025-09-15,I003,4,0,0,75,71,4
2025-09-16,I003,6,0,0,71,65,6
2025-09-17,I003,4,0,0,65,61,4
2025-09-18,I003,2,0,0,61,59,2
2025-09-19,I003,6,0,0,59,53,6
2025-09-20,I003,6,0,0,53,47,6
2025-09-21,I003,10,0,0,47,37,10
2025-09-22,I003,4,0,0,37,33,4
2025-09-23,I003,2,0,0,33,31,2
2025-09-24,I003,10,0,0,31,21,10
2025-09-25,I003,8,0,0,21,13,8
2025-09-26,I003,10,0,0,13,3,10
2025-09-27,I003,3,1,0,3,0,5
2025-09-28,I003,0,1,0,0,0,8
2025-09-29,I003,3,0,0,84,81,3
2025-09-30,I003,6,0,0,81,75,6
2025-10-01,I003,5,0,0,75,70,5
2025-10-02,I003,10,0,0,70,60,10
2025-10-03,I003,5,0,0,60,55,5
2025-10-04,I003,12,0,0,55,43,12
2025-10-05,I003,7,0,0,43,36,7
2025-10-06,I003,10,0,0,36,26,10
2025-10-07,I003,7,0,0,26,19,7
2025-10-08,I003,4,0,0,19,15,4
2025-10-09,I003,2,0,0,15,13,2
2025-10-10,I003,11,0,0,13,2,11
2025-10-11,I003,13,0,0,86,73,13
2025-10-12,I003,8,0,0,73,65,8
2025-10-13,I003,10,0,0,65,55,10
2025-10-14,I003,14,0,0,55,41,14
2025-10-15,I003,11,0,0,41,30,11
2025-10-16,I003,11,0,0,30,19,11
2025-10-17,I003,10,0,0,19,9,10
2025-10-18,I003,12,0,0,93,81,12
2025-10-19,I003,14,0,0,81,67,14
2025-10-20,I003,17,0,0,67,50,17
2025-10-21,I003,11,0,0,50,39,11
2025-10-22,I003,5,0,0,39,34,5
2025-10-23,I003,7,0,0,34,27,7
2025-10-24,I003,9,0,0,27,18,9
2025-10-25,I003,7,0,0,18,11,7
2025-10-26,I003,4,0,0,11,7,4
2025-10-27,I003,6,0,0,91,85,6
2025-10-28,I003,4,0,0,85,81,4
2025-10-29,I003,5,0,0,81,76,5
2025-10-30,I003,4,0,0,76,72,4
2025-10-31,I003,5,0,0,72,67,5
2025-11-01,I003,12,0,0,67,55,12
2025-11-02,I003,8,0,0,55,47,8
2025-11-03,I003,9,0,0,47,38,9
2025-11-04,I003,10,0,0,38,28,10
2025-11-05,I003,4,0,0,28,24,4
2025-11-06,I003,8,0,0,24,16,8
2025-11-07,I003,6,0,0,100,94,6
2025-11-08,I003,9,0,0,94,85,9
2025-11-09,I003,6,0,0,85,79,6
2025-11-10,I003,6,0,0,79,73,6
2025-11-11,I003,4,0,0,73,69,4
2025-11-12,I003,4,0,0,69,65,4
2025-11-13,I003,5,0,0,65,60,5
2025-11-14,I003,8,0,0,60,52,8
2025-11-15,I003,8,0,0,52,44,8
2025-11-16,I003,6,0,0,44,38,6
2025-11-17,I003,7,0,0,38,31,7
2025-11-18,I003,14,0,0,31,17,14
2025-11-19,I003,2,0,0,17,15,2
2025-11-20,I003,9,0,0,15,6,9
2025-11-21,I003,3,0,0,6,3,3
2025-11-22,I003,4,0,0,87,83,4
2025-11-23,I003,3,0,0,83,80,3
2025-11-24,I003,5,0,0,80,75,5
2025-11-25,I003,6,0,0,75,69,6
2025-11-26,I003,3,0,0,69,66,3
2025-11-27,I003,6,0,0,66,60,6
2025-11-28,I003,6,0,0,60,54,6
2025-11-29,I003,5,0,0,54,49,5
2025-11-30,I003,7,0,0,49,42,7
2025-12-01,I003,8,0,0,42,34,8
2025-12-02,I003,7,0,0,34,27,7
2025-12-03,I003,6,0,0,27,21,6
2025-12-04,I003,10,0,0,21,11,10
2025-12-05,I003,6,0,0,11,5,6
2025-12-06,I003,7,0,0,89,82,7
2025-12-07,I003,5,0,0,82,77,5
2025-12-08,I003,10,0,0,77,67,10
2025-12-09,I003,4,0,0,67,63,4
2025-12-10,I003,9,0,0,63,54,9
2025-12-11,I003,5,0,0,54,49,5
2025-12-12,I003,1,0,0,49,48,1
2025-12-13,I003,5,0,0,48,43,5
2025-12-14,I003,8,0,0,43,35,8
2025-12-15,I003,7,0,0,35,28,7
2025-12-16,I003,8,0,0,28,20,8
2025-12-17,I003,6,0,0,20,14,6
2025-12-18,I003,10,0,0,98,88,10
2025-12-19,I003,7,0,0,88,81,7
2025-12-20,I003,10,0,0,81,71,10
2025-12-21,I003,6,0,0,71,65,6
2025-12-22,I003,5,0,0,65,60,5
2025-12-23,I003,8,0,0,60,52,8
2025-12-24,I003,8,0,0,52,44,8
2025-12-25,I003,3,0,0,44,41,3
2025-12-26,I003,8,0,0,41,33,8
2025-12-27,I003,4,0,0,33,29,4
2025-12-28,I003,5,0,0,29,24,5
2025-12-29,I003,7,0,0,24,17,7
2025-12-30,I003,3,0,0,17,14,3
2025-12-31,I003,10,0,0,98,88,10
2026-01-01,I003,2,0,0,88,86,2
2026-01-02,I003,3,0,0,86,83,3
2026-01-03,I003,16,0,0,83,67,16
2026-01-04,I003,9,0,0,67,58,9
2026-01-05,I003,9,0,0,58,49,9
2026-01-06,I003,5,0,0,49,44,5
2026-01-07,I003,10,0,0,44,34,10
2026-01-08,I003,8,0,0,34,26,8
2026-01-09,I003,6,0,0,26,20,6
2026-01-10,I003,7,0,0,20,13,7
2026-01-11,I003,11,0,0,13,2,11
2026-01-12,I003,8,0,0,86,78,8
2026-01-13,I003,10,0,0,78,68,10
2026-01-14,I003,3,0,0,68,65,3
2026-01-15,I003,5,0,0,65,60,5
2026-01-16,I003,8,0,0,60,52,8
2026-01-17,I003,2,0,0,52,50,2
2026-01-18,I003,3,0,0,50,47,3
2026-01-19,I003,7,0,0,47,40,7
2026-01-20,I003,8,0,0,40,32,8
2026-01-21,I003,5,0,0,32,27,5
2026-01-22,I003,3,0,0,27,24,3
2026-01-23,I003,8,0,0,24,16,8
2026-01-24,I003,7,0,0,16,9,7
2026-01-25,I003,10,0,0,93,83,10
2026-01-26,I003,8,0,0,83,75,8
2026-01-27,I003,2,0,0,75,73,2
2026-01-28,I003,3,0,0,73,70,3
2026-01-29,I003,10,0,0,70,60,10
2026-01-30,I003,4,0,0,60,56,4
2026-01-31,I003,10,0,0,56,46,10
2026-02-01,I003,6,0,0,46,40,6
2026-02-02,I003,9,0,0,40,31,9
2026-02-03,I003,10,0,0,31,21,10
2026-02-04,I003,8,0,0,21,13,8
2026-02-05,I003,5,0,0,13,8,5
2026-02-06,I003,8,0,1,8,0,8
2026-02-07,I003,0,1,1,0,0,11
2026-02-08,I003,8,0,1,84,76,8
2026-02-09,I003,3,0,0,76,73,3
2026-02-10,I003,8,0,0,73,65,8
2026-02-11,I003,4,0,0,65,61,4
2026-02-12,I003,2,0,0,61,59,2
2026-02-13,I003,5,0,0,59,54,5
2026-02-14,I003,14,0,0,54,40,14
2026-02-15,I003,8,0,0,40,32,8
2026-02-16,I003,6,0,0,32,26,6
2026-02-17,I003,5,0,0,26,21,5
2026-02-18,I003,4,0,0,21,17,4
2026-02-19,I003,7,0,0,17,10,7
2026-02-20,I003,7,0,0,94,87,7
2026-02-21,I003,9,0,0,87,78,9
2026-02-22,I003,7,0,0,78,71,7
2026-02-23,I003,6,0,0,71,65,6
2026-02-24,I003,5,0,0,65,60,5
2026-02-25,I003,8,0,0,60,52,8
2026-02-26,I003,9,0,0,52,43,9
2026-02-27,I003,5,0,0,43,38,5
2026-02-28,I003,4,0,0,38,34,4
2026-03-01,I003,8,0,0,34,26,8
2026-03-02,I003,5,0,0,26,21,5
2026-03-03,I003,9,0,0,21,12,9
2026-03-04,I003,6,0,0,12,6,6
2026-03-05,I003,4,0,0,6,2,4
2026-03-06,I003,2,0,0,86,84,2
2026-03-07,I003,10,0,0,84,74,10
2026-03-08,I003,6,0,0,74,68,6
2026-03-09,I003,8,0,0,68,60,8
2026-03-10,I003,2,0,0,60,58,2
2026-03-11,I003,5,0,0,58,53,5
2026-03-12,I003,6,0,0,53,47,6
2026-03-13,I003,8,0,0,47,39,8
2026-03-14,I003,6,0,0,39,33,6
2026-03-15,I003,9,0,0,33,24,9
2026-03-16,I003,4,0,0,24,20,4
2026-03-17,I003,4,0,0,20,16,4
2026-03-18,I003,13,0,1,16,3,13
2026-03-19,I003,3,1,1,3,0,4
2026-03-20,I003,13,0,1,84,71,13
2026-03-21,I003,16,0,1,71,55,16
2026-03-22,I003,9,0,1,55,46,9
2026-03-23,I003,4,0,0,46,42,4
2026-03-24,I003,9,0,0,42,33,9
2026-03-25,I003,6,0,0,33,27,6
2026-03-26,I003,3,0,0,27,24,3
2026-03-27,I003,6,0,0,24,18,6
2026-03-28,I003,3,0,0,18,15,3
2026-03-29,I003,10,0,0,15,5,10
2026-03-30,I003,3,0,0,89,86,3
2026-03-31,I003,7,0,0,86,79,7
2026-04-01,I003,6,0,0,79,73,6
2026-04-02,I003,7,0,0,73,66,7
2026-04-03,I003,4,0,0,66,62,4
2026-04-04,I003,4,0,0,62,58,4
2026-04-05,I003,11,0,0,58,47,11
2026-04-06,I003,12,0,0,47,35,12
2026-04-07,I003,9,0,0,35,26,9
2026-04-08,I003,5,0,0,26,21,5
2026-04-09,I003,4,0,0,21,17,4
2026-04-10,I003,6,0,0,17,11,6
2026-04-11,I003,8,0,0,95,87,8
2026-04-12,I003,6,0,0,87,81,6
2026-04-13,I003,5,0,0,81,76,5
2026-04-14,I003,6,0,0,76,70,6
2026-04-15,I003,8,0,0,70,62,8
2026-04-16,I003,10,0,0,62,52,10
2026-04-17,I003,6,0,0,52,46,6
2026-04-18,I003,6,0,0,46,40,6
2026-04-19,I003,7,0,0,40,33,7
2026-04-20,I003,7,0,0,33,26,7
2026-04-21,I003,5,0,0,26,21,5
2026-04-22,I003,5,0,0,21,16,5
2026-04-23,I003,5,0,0,100,95,5
2026-04-24,I003,7,0,0,95,88,7
2026-04-25,I003,15,0,0,88,73,15
2026-04-26,I003,5,0,0,73,68,5
2026-04-27,I003,2,0,0,68,66,2
2026-04-28,I003,5,0,0,66,61,5
2026-04-29,I003,6,0,0,61,55,6
2026-04-30,I003,9,0,0,55,46,9
2026-05-01,I003,7,0,0,46,39,7
2026-05-02,I003,7,0,0,39,32,7
2026-05-03,I003,5,0,0,32,27,5
2026-05-04,I003,9,0,0,27,18,9
2026-05-05,I003,6,0,0,18,12,6
2026-05-06,I003,7,0,0,96,89,7
2026-05-07,I003,6,0,0,89,83,6
2026-05-08,I003,5,0,0,83,78,5
2026-05-09,I003,11,0,0,78,67,11
2026-05-10,I003,4,0,0,67,63,4
2026-05-11,I003,2,0,0,63,61,2
2026-05-12,I003,2,0,0,61,59,2
2026-05-13,I003,3,0,0,59,56,3
2026-05-14,I003,6,0,0,56,50,6
2026-05-15,I003,4,0,0,50,46,4
2026-05-16,I003,8,0,0,46,38,8
2026-05-17,I003,8,0,0,38,30,8
2026-05-18,I003,11,0,0,30,19,11
2026-05-19,I003,8,0,0,19,11,8
2026-05-20,I003,1,0,0,95,94,1
2026-05-21,I003,4,0,0,94,90,4
2026-05-22,I003,6,0,0,90,84,6
2026-05-23,I003,12,0,0,84,72,12
2026-05-24,I003,6,0,0,72,66,6
2026-05-25,I003,7,0,0,66,59,7
2026-05-26,I003,3,0,0,59,56,3
2026-05-27,I003,6,0,0,56,50,6
2026-05-28,I003,12,0,0,50,38,12
2026-05-29,I003,5,0,0,38,33,5
2026-05-30,I003,10,0,0,33,23,10
2026-05-31,I003,4,0,0,23,19,4
2026-06-01,I003,6,0,0,19,13,6
2026-06-02,I003,9,0,0,13,4,9
2026-06-03,I003,2,0,0,4,2,2
2026-06-04,I003,5,0,0,86,81,5
2026-06-05,I003,14,0,0,81,67,14
2026-06-06,I003,10,0,0,67,57,10
2026-06-07,I003,8,0,0,57,49,8
2026-06-08,I003,1,0,0,49,48,1
2026-06-09,I003,6,0,0,48,42,6
2026-06-10,I003,5,0,0,42,37,5
2026-06-11,I003,3,0,0,37,34,3
2026-06-12,I003,6,0,0,34,28,6
2026-06-13,I003,8,0,0,28,20,8
2026-06-14,I003,9,0,0,20,11,9
2026-06-15,I003,8,0,0,11,3,8
2026-06-16,I003,3,1,0,3,0,7
2026-06-17,I003,5,0,0,84,79,5
2026-06-18,I003,5,0,0,79,74,5
2026-06-19,I003,10,0,0,74,64,10
2026-06-20,I003,8,0,0,64,56,8
2026-06-21,I003,10,0,0,56,46,10
2026-06-22,I003,9,0,1,46,37,9
2026-06-23,I003,9,0,1,37,28,9
2026-06-24,I003,11,0,1,28,17,11
2026-06-25,I003,9,0,1,17,8,9
2026-06-26,I003,7,0,0,8,1,7
2026-06-27,I003,9,0,0,85,76,9
2026-06-28,I003,6,0,0,76,70,6
2026-06-29,I003,3,0,0,70,67,3
2026-06-30,I003,8,0,0,67,59,8
2026-07-01,I003,8,0,0,59,51,8
2026-07-02,I003,6,0,0,51,45,6
2026-07-03,I003,8,0,0,45,37,8
2026-07-04,I003,7,0,0,37,30,7
2026-07-05,I003,4,0,0,30,26,4
2026-07-06,I003,6,0,0,26,20,6
2026-07-07,I003,6,0,0,104,98,6
2026-07-08,I003,7,0,0,98,91,7
2026-07-09,I003,6,0,0,91,85,6
2026-07-10,I003,6,0,0,85,79,6
2026-07-11,I003,8,0,0,79,71,8
2026-07-12,I003,4,0,0,71,67,4
2026-07-13,I003,7,0,0,67,60,7
2026-07-14,I003,3,0,0,60,57,3
2026-07-15,I003,7,0,0,57,50,7
2026-07-16,I003,4,0,0,50,46,4
2026-07-17,I003,9,0,0,46,37,9
2026-07-18,I003,10,0,0,37,27,10
2026-07-19,I003,12,0,0,27,15,12
2026-07-20,I003,9,0,0,15,6,9
2026-07-21,I003,6,0,0,6,0,6
2026-07-22,I003,5,0,0,84,79,5
2026-07-23,I003,8,0,0,79,71,8
2026-07-24,I003,5,0,0,71,66,5
2026-07-25,I003,6,0,0,66,60,6
2026-07-26,I003,12,0,0,60,48,12
2026-07-27,I003,7,0,0,48,41,7
2026-07-28,I003,6,0,0,41,35,6
2026-07-29,I003,6,0,0,35,29,6
2026-07-30,I003,8,0,0,29,21,8
2026-07-31,I003,3,0,0,21,18,3
2026-08-01,I003,9,0,0,18,9,9
2026-08-02,I003,8,0,0,9,1,8
2026-08-03,I003,9,0,0,85,76,9
2026-08-04,I003,4,0,0,76,72,4
2026-08-05,I003,3,0,0,72,69,3
2026-08-06,I003,2,0,0,69,67,2
2026-08-07,I003,13,0,0,67,54,13
2026-08-08,I003,9,0,0,54,45,9
2026-08-09,I003,10,0,0,45,35,10
2026-08-10,I003,6,0,0,35,29,6
2026-08-11,I003,6,0,0,29,23,6
2026-08-12,I003,3,0,0,23,20,3
2026-08-13,I003,6,0,0,20,14,6
2026-08-14,I003,7,0,0,98,91,7
2026-08-15,I003,5,0,0,91,86,5
2026-08-16,I003,9,0,0,86,77,9
2026-08-17,I003,6,0,0,77,71,6
2026-08-18,I003,5,0,0,71,66,5
2026-08-19,I003,3,0,0,66,63,3
2026-08-20,I003,6,0,0,63,57,6
2026-08-21,I003,6,0,0,57,51,6
2026-08-22,I003,8,0,0,51,43,8
2026-08-23,I003,7,0,0,43,36,7
2026-08-24,I003,7,0,0,36,29,7
2026-08-25,I003,6,0,0,29,23,6
2026-08-26,I003,3,0,0,23,20,3
2026-08-27,I003,3,0,0,20,17,3
2026-08-28,I003,5,0,0,17,12,5
2026-08-29,I003,4,0,0,96,92,4
2026-08-30,I003,4,0,0,92,88,4
2026-08-31,I003,2,0,0,88,86,2
2025-09-01,I004,5,0,0,108,103,5
2025-09-02,I004,10,0,0,103,93,10
2025-09-03,I004,7,0,0,93,86,7
2025-09-04,I004,14,0,0,86,72,14
2025-09-05,I004,8,0,0,72,64,8
2025-09-06,I004,10,0,0,64,54,10
2025-09-07,I004,11,0,0,54,43,11
2025-09-08,I004,8,0,0,43,35,8
2025-09-09,I004,12,0,0,35,23,12
2025-09-10,I004,14,0,0,23,9,14
2025-09-11,I004,7,0,0,9,2,7
2025-09-12,I004,2,1,0,2,0,13
2025-09-13,I004,0,1,0,0,0,16
2025-09-14,I004,9,0,0,126,117,9
2025-09-15,I004,10,0,0,117,107,10
2025-09-16,I004,7,0,0,107,100,7
2025-09-17,I004,10,0,0,100,90,10
2025-09-18,I004,10,0,0,90,80,10
2025-09-19,I004,4,0,0,80,76,4
2025-09-20,I004,6,0,0,76,70,6
2025-09-21,I004,9,0,0,70,61,9
2025-09-22,I004,5,0,0,61,56,5
2025-09-23,I004,9,0,0,56,47,9
2025-09-24,I004,7,0,0,47,40,7
2025-09-25,I004,13,0,1,40,27,13
2025-09-26,I004,13,0,1,27,14,13
2025-09-27,I004,14,1,1,14,0,15
2025-09-28,I004,20,0,1,126,106,20
2025-09-29,I004,22,0,1,106,84,22
2025-09-30,I004,9,0,0,84,75,9
2025-10-01,I004,6,0,0,75,69,6
2025-10-02,I004,12,0,0,69,57,12
2025-10-03,I004,15,0,0,57,42,15
2025-10-04,I004,28,0,0,42,14,28
2025-10-05,I004,14,0,0,140,126,14
2025-10-06,I004,11,0,0,126,115,11
2025-10-07,I004,7,0,0,115,108,7
2025-10-08,I004,5,0,0,108,103,5
2025-10-09,I004,11,0,0,103,92,11
2025-10-10,I004,18,0,0,92,74,18
2025-10-11,I004,16,0,0,74,58,16
2025-10-12,I004,17,0,0,58,41,17
2025-10-13,I004,10,0,0,41,31,10
2025-10-14,I004,12,0,0,31,19,12
2025-10-15,I004,14,0,0,145,131,14
2025-10-16,I004,13,0,0,131,118,13
2025-10-17,I004,8,0,0,118,110,8
2025-10-18,I004,11,0,0,110,99,11
2025-10-19,I004,23,0,0,99,76,23
2025-10-20,I004,16,0,0,76,60,16
2025-10-21,I004,14,0,0,60,46,14
2025-10-22,I004,9,0,0,46,37,9
2025-10-23,I004,10,0,0,37,27,10
2025-10-24,I004,6,0,0,27,21,6
2025-10-25,I004,13,0,0,21,8,13
2025-10-26,I004,10,0,0,134,124,10
2025-10-27,I004,16,0,0,124,108,16
2025-10-28,I004,10,0,0,108,98,10
2025-10-29,I004,5,0,0,98,93,5
2025-10-30,I004,10,0,1,93,83,10
2025-10-31,I004,8,0,1,83,75,8
2025-11-01,I004,16,0,1,75,59,16
2025-11-02,I004,11,0,1,59,48,11
2025-11-03,I004,11,0,1,48,37,11
2025-11-04,I004,10,0,0,37,27,10
2025-11-05,I004,5,0,0,27,22,5
2025-11-06,I004,8,0,0,22,14,8
2025-11-07,I004,7,0,0,140,133,7
2025-11-08,I004,11,0,0,133,122,11
2025-11-09,I004,8,0,0,122,114,8
2025-11-10,I004,14,0,0,114,100,14
2025-11-11,I004,13,0,0,100,87,13
2025-11-12,I004,8,0,0,87,79,8
2025-11-13,I004,8,0,0,79,71,8
2025-11-14,I004,6,0,0,71,65,6
2025-11-15,I004,10,0,0,65,55,10
2025-11-16,I004,16,0,0,55,39,16
2025-11-17,I004,10,0,0,39,29,10
2025-11-18,I004,4,0,0,29,25,4
2025-11-19,I004,8,0,0,25,17,8
2025-11-20,I004,13,0,0,143,130,13
2025-11-21,I004,11,0,0,130,119,11
2025-11-22,I004,9,0,0,119,110,9
2025-11-23,I004,10,0,0,110,100,10
2025-11-24,I004,8,0,0,100,92,8
2025-11-25,I004,6,0,0,92,86,6
2025-11-26,I004,10,0,0,86,76,10
2025-11-27,I004,11,0,0,76,65,11
2025-11-28,I004,8,0,0,65,57,8
2025-11-29,I004,12,0,0,57,45,12
2025-11-30,I004,9,0,0,45,36,9
2025-12-01,I004,12,0,0,36,24,12
2025-12-02,I004,13,0,0,24,11,13
2025-12-03,I004,9,0,0,137,128,9
2025-12-04,I004,8,0,0,128,120,8
2025-12-05,I004,9,0,0,120,111,9
2025-12-06,I004,6,0,0,111,105,6
2025-12-07,I004,9,0,0,105,96,9
2025-12-08,I004,8,0,0,96,88,8
2025-12-09,I004,9,0,0,88,79,9
2025-12-10,I004,6,0,0,79,73,6
2025-12-11,I004,10,0,0,73,63,10
2025-12-12,I004,3,0,0,63,60,3
2025-12-13,I004,15,0,0,60,45,15
2025-12-14,I004,12,0,0,45,33,12
2025-12-15,I004,9,0,0,33,24,9
2025-12-16,I004,10,0,0,150,140,10
2025-12-17,I004,11,0,0,140,129,11
2025-12-18,I004,10,0,0,129,119,10
2025-12-19,I004,11,0,0,119,108,11
2025-12-20,I004,14,0,0,108,94,14
2025-12-21,I004,11,0,0,94,83,11
2025-12-22,I004,13,0,0,83,70,13
2025-12-23,I004,9,0,0,70,61,9
2025-12-24,I004,10,0,0,61,51,10
2025-12-25,I004,12,0,0,51,39,12
2025-12-26,I004,11,0,0,39,28,11
2025-12-27,I004,8,0,0,28,20,8
2025-12-28,I004,17,0,0,20,3,17
2025-12-29,I004,9,0,0,129,120,9
2025-12-30,I004,7,0,0,120,113,7
2025-12-31,I004,3,0,0,113,110,3
2026-01-01,I004,19,0,0,110,91,19
2026-01-02,I004,5,0,0,91,86,5
2026-01-03,I004,5,0,0,86,81,5
2026-01-04,I004,21,0,0,81,60,21
2026-01-05,I004,9,0,0,60,51,9
2026-01-06,I004,9,0,0,51,42,9
2026-01-07,I004,7,0,0,42,35,7
2026-01-08,I004,14,0,0,35,21,14
2026-01-09,I004,14,0,1,21,7,14
2026-01-10,I004,7,1,1,7,0,12
2026-01-11,I004,22,0,1,126,104,22
2026-01-12,I004,11,0,1,104,93,11
2026-01-13,I004,7,0,0,93,86,7
2026-01-14,I004,13,0,0,86,73,13
2026-01-15,I004,14,0,0,73,59,14
2026-01-16,I004,6,0,0,59,53,6
2026-01-17,I004,12,0,0,53,41,12
2026-01-18,I004,11,0,0,41,30,11
2026-01-19,I004,7,0,0,30,23,7
2026-01-20,I004,6,0,0,23,17,6
2026-01-21,I004,9,0,0,17,8,9
2026-01-22,I004,11,0,0,134,123,11
2026-01-23,I004,10,0,0,123,113,10
2026-01-24,I004,18,0,0,113,95,18
2026-01-25,I004,12,0,0,95,83,12
2026-01-26,I004,3,0,0,83,80,3
2026-01-27,I004,14,0,0,80,66,14
2026-01-28,I004,8,0,0,66,58,8
2026-01-29,I004,10,0,0,58,48,10
2026-01-30,I004,14,0,0,48,34,14
2026-01-31,I004,10,0,0,34,24,10
2026-02-01,I004,13,0,0,24,11,13
2026-02-02,I004,11,1,0,11,0,14
2026-02-03,I004,0,1,0,0,0,6
2026-02-04,I004,4,0,0,126,122,4
2026-02-05,I004,8,0,0,122,114,8
2026-02-06,I004,7,0,0,114,107,7
2026-02-07,I004,9,0,0,107,98,9
2026-02-08,I004,6,0,0,98,92,6
2026-02-09,I004,8,0,0,92,84,8
2026-02-10,I004,3,0,0,84,81,3
2026-02-11,I004,13,0,0,81,68,13
2026-02-12,I004,5,0,0,68,63,5
2026-02-13,I004,10,0,0,63,53,10
2026-02-14,I004,12,0,0,53,41,12
2026-02-15,I004,14,0,0,41,27,14
2026-02-16,I004,8,0,0,27,19,8
2026-02-17,I004,7,0,0,145,138,7
2026-02-18,I004,9,0,0,138,129,9
